Provincia,Canton,Parroquia,Femenino,Masculino,Textbox17,Textbox6,Textbox7,Textbox18,id
PICHINCHA,QUITO,GUANGOPOLO,0,0,0,"360,463","347,776","708,239",990
PICHINCHA,QUITO,GUAYLLABAMBA,361,352,713,"360,463","347,776","708,239",991
PICHINCHA,QUITO,I베QUITO,"4,034","2,211","6,245","360,463","347,776","708,239",992
PICHINCHA,QUITO,ITCHIMBIA,"1,541",720,"2,261","360,463","347,776","708,239",993
PICHINCHA,QUITO,JIPIJAPA,"1,024","2,751","3,775","360,463","347,776","708,239",994
PICHINCHA,QUITO,KENNEDY,"3,049","2,894","5,943","360,463","347,776","708,239",995
PICHINCHA,QUITO,LA ARGELIA,329,348,677,"360,463","347,776","708,239",996
PICHINCHA,QUITO,LA CONCEPCION,464,828,"1,292","360,463","347,776","708,239",997
PICHINCHA,QUITO,LA ECUATORIANA,366,494,860,"360,463","347,776","708,239",998
PICHINCHA,QUITO,LA FERROVIARIA,"1,020","1,109","2,129","360,463","347,776","708,239",999
PICHINCHA,QUITO,LA LIBERTAD,0,0,0,"360,463","347,776","708,239","1,000"
PICHINCHA,QUITO,LA MAGDALENA,"2,925","3,563","6,488","360,463","347,776","708,239","1,001"
PICHINCHA,QUITO,LA MENA,92,147,239,"360,463","347,776","708,239","1,002"
PICHINCHA,QUITO,LA MERCED,0,0,0,"360,463","347,776","708,239","1,003"
PICHINCHA,QUITO,LLANO CHICO,95,191,286,"360,463","347,776","708,239","1,004"
PICHINCHA,QUITO,LLOA,0,0,0,"360,463","347,776","708,239","1,005"
PICHINCHA,QUITO,MARISCAL SUCRE,"1,788",706,"2,494","360,463","347,776","708,239","1,006"
PICHINCHA,QUITO,NANEGAL,18,34,52,"360,463","347,776","708,239","1,007"
PICHINCHA,QUITO,NANEGALITO,110,102,212,"360,463","347,776","708,239","1,008"
PICHINCHA,QUITO,NAYON,188,191,379,"360,463","347,776","708,239","1,009"
PICHINCHA,QUITO,NONO,20,25,45,"360,463","347,776","708,239","1,010"
PICHINCHA,QUITO,PACTO,70,65,135,"360,463","347,776","708,239","1,011"
PICHINCHA,QUITO,PERUCHO,0,0,0,"360,463","347,776","708,239","1,012"
PICHINCHA,QUITO,PIFO,359,276,635,"360,463","347,776","708,239","1,013"
PICHINCHA,QUITO,PINTAG,329,351,680,"360,463","347,776","708,239","1,014"
PICHINCHA,QUITO,POMASQUI,814,"1,050","1,864","360,463","347,776","708,239","1,015"
PICHINCHA,QUITO,PONCEANO,"1,034","1,001","2,035","360,463","347,776","708,239","1,016"
PICHINCHA,QUITO,PUELLARO,141,165,306,"360,463","347,776","708,239","1,017"
PICHINCHA,QUITO,PUEMBO,289,205,494,"360,463","347,776","708,239","1,018"
PICHINCHA,QUITO,PUENGASI,224,200,424,"360,463","347,776","708,239","1,019"
PICHINCHA,QUITO,QUITO,137,207,344,"360,463","347,776","708,239","1,020"
PICHINCHA,QUITO,QUITUMBE,599,"1,577","2,176","360,463","347,776","708,239","1,021"
PICHINCHA,QUITO,RUMIPAMBA,697,"1,375","2,072","360,463","347,776","708,239","1,022"
PICHINCHA,QUITO,SAN ANTONIO,507,644,"1,151","360,463","347,776","708,239","1,023"
PICHINCHA,QUITO,SAN BARTOLO,"3,350","2,458","5,808","360,463","347,776","708,239","1,024"
PICHINCHA,QUITO,SAN ISIDRO DEL INCA,"1,420","1,516","2,936","360,463","347,776","708,239","1,025"
PICHINCHA,QUITO,SAN JOSE DE MINAS,128,116,244,"360,463","347,776","708,239","1,026"
PICHINCHA,QUITO,SAN JUAN,"2,023","3,841","5,864","360,463","347,776","708,239","1,027"
PICHINCHA,QUITO,SOLANDA,"1,350","1,106","2,456","360,463","347,776","708,239","1,028"
PICHINCHA,QUITO,TABABELA,153,118,271,"360,463","347,776","708,239","1,029"
PICHINCHA,QUITO,TUMBACO,"1,268","1,085","2,353","360,463","347,776","708,239","1,030"
PICHINCHA,QUITO,TURUBAMBA,555,627,"1,182","360,463","347,776","708,239","1,031"
PICHINCHA,QUITO,YARUQUI,300,447,747,"360,463","347,776","708,239","1,032"
PICHINCHA,QUITO,ZAMBIZA,61,47,108,"360,463","347,776","708,239","1,033"
PICHINCHA,RUMI베HUI,COTOGCHOA,0,0,0,"360,463","347,776","708,239","1,034"
PICHINCHA,RUMI베HUI,RUMIPAMBA,0,0,0,"360,463","347,776","708,239","1,035"
PICHINCHA,RUMI베HUI,SAN PEDRO DE TABOADA,52,31,83,"360,463","347,776","708,239","1,036"
PICHINCHA,RUMI베HUI,SAN RAFAEL,450,318,768,"360,463","347,776","708,239","1,037"
PICHINCHA,RUMI베HUI,SANGOLQUI,"2,453","2,447","4,900","360,463","347,776","708,239","1,038"
PICHINCHA,SAN MIGUEL DE LOS BANCOS,MINDO,112,90,202,"360,463","347,776","708,239","1,039"
PICHINCHA,SAN MIGUEL DE LOS BANCOS,SAN MIGUEL DE LOS BANCOS,220,200,420,"360,463","347,776","708,239","1,040"
SANTA ELENA,LA LIBERTAD,LA LIBERTAD,"2,124","1,981","4,105","360,463","347,776","708,239","1,041"
SANTA ELENA,SALINAS,ANCONCITO,118,107,225,"360,463","347,776","708,239","1,042"
SANTA ELENA,SALINAS,CARLOS ESPINOZA LARREA,449,463,912,"360,463","347,776","708,239","1,043"
SANTA ELENA,SALINAS,GRAL. ALBERTO ENRIQUEZ GALLO,113,230,343,"360,463","347,776","708,239","1,044"
SANTA ELENA,SALINAS,JOSE LUIS TAMAYO (MUEY),"1,019","1,081","2,100","360,463","347,776","708,239","1,045"
SANTA ELENA,SALINAS,SANTA ROSA,176,210,386,"360,463","347,776","708,239","1,046"
SANTA ELENA,SANTA ELENA,ATAHUALPA,26,44,70,"360,463","347,776","708,239","1,047"
SANTA ELENA,SANTA ELENA,BALLENITA,143,71,214,"360,463","347,776","708,239","1,048"
SANTA ELENA,SANTA ELENA,CHANDUY,104,162,266,"360,463","347,776","708,239","1,049"
SANTA ELENA,SANTA ELENA,COLONCHE,155,181,336,"360,463","347,776","708,239","1,050"
SANTA ELENA,SANTA ELENA,MANGLARALTO,595,673,"1,268","360,463","347,776","708,239","1,051"
SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,254,404,658,"360,463","347,776","708,239","1,052"
SANTA ELENA,SANTA ELENA,SANTA ELENA,907,"1,036","1,943","360,463","347,776","708,239","1,053"
SANTA ELENA,SANTA ELENA,SIMON BOLIVAR (JULIO MORENO),79,114,193,"360,463","347,776","708,239","1,054"
SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO DE LOS TSACHILAS,ABRAHAM CALAZACON,"1,067","1,108","2,175","360,463","347,776","708,239","1,055"
SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO DE LOS TSACHILAS,ALLURIQUIN,141,91,232,"360,463","347,776","708,239","1,056"
SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO DE LOS TSACHILAS,BOMBOLI,"2,387","1,554","3,941","360,463","347,776","708,239","1,057"
SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO DE LOS TSACHILAS,CHIGUILPE,660,800,"1,460","360,463","347,776","708,239","1,058"
SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO DE LOS TSACHILAS,EL ESFUERZO,104,89,193,"360,463","347,776","708,239","1,059"
SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO DE LOS TSACHILAS,LUZ DE AMERICA,233,251,484,"360,463","347,776","708,239","1,060"
SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO DE LOS TSACHILAS,PUERTO LIMON,188,145,333,"360,463","347,776","708,239","1,061"
SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO DE LOS TSACHILAS,RIO TOACHI,42,50,92,"360,463","347,776","708,239","1,062"
SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO DE LOS TSACHILAS,RIO VERDE,"1,493","1,344","2,837","360,463","347,776","708,239","1,063"
SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO DE LOS TSACHILAS,SAN JACINTO DE BUA,116,98,214,"360,463","347,776","708,239","1,064"
SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO DE LOS TSACHILAS,SANTA MARIA DEL TOACHI,92,100,192,"360,463","347,776","708,239","1,065"
SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO DE LOS COLORADOS,"2,360","2,190","4,550","360,463","347,776","708,239","1,066"
SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO DE LOS TSACHILAS,VALLE HERMOSO,131,133,264,"360,463","347,776","708,239","1,067"
SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO DE LOS TSACHILAS,ZARACAY,107,96,203,"360,463","347,776","708,239","1,068"
SUCUMBIOS,CASCALES,EL DORADO DE CASCALES,142,85,227,"360,463","347,776","708,239","1,069"
SUCUMBIOS,CASCALES,SANTA ROSA DE SUCUMBIOS,15,21,36,"360,463","347,776","708,239","1,070"
SUCUMBIOS,CASCALES,SEVILLA,29,50,79,"360,463","347,776","708,239","1,071"
SUCUMBIOS,CUYABENO,AGUAS NEGRAS,0,0,0,"360,463","347,776","708,239","1,072"
SUCUMBIOS,CUYABENO,CUYABENO,0,0,0,"360,463","347,776","708,239","1,073"
SUCUMBIOS,CUYABENO,TARAPOA,112,124,236,"360,463","347,776","708,239","1,074"
SUCUMBIOS,GONZALO PIZARRO,EL REVENTADOR,46,31,77,"360,463","347,776","708,239","1,075"
SUCUMBIOS,GONZALO PIZARRO,GONZALO PIZARRO,73,103,176,"360,463","347,776","708,239","1,076"
SUCUMBIOS,GONZALO PIZARRO,LUMBAQUI,193,181,374,"360,463","347,776","708,239","1,077"
SUCUMBIOS,GONZALO PIZARRO,PUERTO LIBRE,19,9,28,"360,463","347,776","708,239","1,078"
SUCUMBIOS,LAGO AGRIO,DURENO,99,88,187,"360,463","347,776","708,239","1,079"
SUCUMBIOS,LAGO AGRIO,EL ENO,153,82,235,"360,463","347,776","708,239","1,080"
SUCUMBIOS,LAGO AGRIO,GENERAL FARFAN,53,58,111,"360,463","347,776","708,239","1,081"
SUCUMBIOS,LAGO AGRIO,JAMBELI,75,131,206,"360,463","347,776","708,239","1,082"
SUCUMBIOS,LAGO AGRIO,NUEVA LOJA (LAGO AGRIO),"1,918","1,600","3,518","360,463","347,776","708,239","1,083"
SUCUMBIOS,LAGO AGRIO,PACAYACU,92,90,182,"360,463","347,776","708,239","1,084"
SUCUMBIOS,LAGO AGRIO,SANTA CECILIA,72,58,130,"360,463","347,776","708,239","1,085"
SUCUMBIOS,PUTUMAYO,PALMA ROJA,75,68,143,"360,463","347,776","708,239","1,086"
SUCUMBIOS,PUTUMAYO,PUERTO BOLIVAR (PUERTO MONTUFAR),0,0,0,"360,463","347,776","708,239","1,087"
SUCUMBIOS,PUTUMAYO,PUERTO EL CARMEN DE PUTUMAYO,83,93,176,"360,463","347,776","708,239","1,088"
SUCUMBIOS,PUTUMAYO,PUERTO RODRIGUEZ,0,0,0,"360,463","347,776","708,239","1,089"
SUCUMBIOS,PUTUMAYO,SANTA ELENA,0,0,0,"360,463","347,776","708,239","1,090"
SUCUMBIOS,SHUSHUFINDI,LIMONCOCHA,90,177,267,"360,463","347,776","708,239","1,091"
SUCUMBIOS,SHUSHUFINDI,PA베COCHA,0,0,0,"360,463","347,776","708,239","1,092"
SUCUMBIOS,SHUSHUFINDI,SAN PEDRO DE LOS COFANES,172,96,268,"360,463","347,776","708,239","1,093"
SUCUMBIOS,SHUSHUFINDI,SAN ROQUE,49,50,99,"360,463","347,776","708,239","1,094"
SUCUMBIOS,SHUSHUFINDI,SHUSHUFINDI,638,549,"1,187","360,463","347,776","708,239","1,095"
SUCUMBIOS,SHUSHUFINDI,SIETE DE JULIO,11,13,24,"360,463","347,776","708,239","1,096"
SUCUMBIOS,SUCUMBIOS,EL PLAYON DE SAN FRANCISCO,37,53,90,"360,463","347,776","708,239","1,097"
SUCUMBIOS,SUCUMBIOS,LA BONITA,24,27,51,"360,463","347,776","708,239","1,098"
SUCUMBIOS,SUCUMBIOS,LA SOFIA,0,0,0,"360,463","347,776","708,239","1,099"
SUCUMBIOS,SUCUMBIOS,ROSA FLORIDA,0,0,0,"360,463","347,776","708,239","1,100"
SUCUMBIOS,SUCUMBIOS,SANTA BARBARA,25,24,49,"360,463","347,776","708,239","1,101"
TUNGURAHUA,AMBATO,AMBATILLO,0,0,0,"360,463","347,776","708,239","1,102"
TUNGURAHUA,AMBATO,AMBATO,0,0,0,"360,463","347,776","708,239","1,103"
TUNGURAHUA,AMBATO,ATAHUALPA (CHISALATA),52,657,709,"360,463","347,776","708,239","1,104"
TUNGURAHUA,AMBATO,ATOCHA (FICOA),970,"1,141","2,111","360,463","347,776","708,239","1,105"
TUNGURAHUA,AMBATO,AUGUSTO N. MARTINEZ (MUNDUGLEO),41,56,97,"360,463","347,776","708,239","1,106"
TUNGURAHUA,AMBATO,CELIANO MONGE,"1,879","1,436","3,315","360,463","347,776","708,239","1,107"
TUNGURAHUA,AMBATO,CONSTANTINO FERNANDEZ,0,0,0,"360,463","347,776","708,239","1,108"
TUNGURAHUA,AMBATO,CUNCHIBAMBA,46,49,95,"360,463","347,776","708,239","1,109"
TUNGURAHUA,AMBATO,HUACHI CHICO,223,313,536,"360,463","347,776","708,239","1,110"
TUNGURAHUA,AMBATO,HUACHI GRANDE,0,0,0,"360,463","347,776","708,239","1,111"
TUNGURAHUA,AMBATO,HUACHI LORETO,"1,470",385,"1,855","360,463","347,776","708,239","1,112"
TUNGURAHUA,AMBATO,IZABAMBA,599,404,"1,003","360,463","347,776","708,239","1,113"
TUNGURAHUA,AMBATO,JUAN BENIGNO VELA,107,105,212,"360,463","347,776","708,239","1,114"
TUNGURAHUA,AMBATO,LA MERCED,"1,330",259,"1,589","360,463","347,776","708,239","1,115"
TUNGURAHUA,AMBATO,LA PENINSULA,0,0,0,"360,463","347,776","708,239","1,116"
TUNGURAHUA,AMBATO,MATRIZ,"1,296",620,"1,916","360,463","347,776","708,239","1,117"
TUNGURAHUA,AMBATO,MONTALVO,0,0,0,"360,463","347,776","708,239","1,118"
TUNGURAHUA,AMBATO,PASA,54,96,150,"360,463","347,776","708,239","1,119"
TUNGURAHUA,AMBATO,PICAIGUA,73,94,167,"360,463","347,776","708,239","1,120"
TUNGURAHUA,AMBATO,PILAG뙬N (PILAH뙬N),34,47,81,"360,463","347,776","708,239","1,121"
TUNGURAHUA,AMBATO,PISHILATA,54,738,792,"360,463","347,776","708,239","1,122"
TUNGURAHUA,AMBATO,QUISAPINCHA (QUIZAPINCHA),127,141,268,"360,463","347,776","708,239","1,123"
TUNGURAHUA,AMBATO,SAN BARTOLOME DE PINLLOG,0,0,0,"360,463","347,776","708,239","1,124"
TUNGURAHUA,AMBATO,SAN FERNANDO (PASA SAN FERNANDO),0,0,0,"360,463","347,776","708,239","1,125"
TUNGURAHUA,AMBATO,SAN FRANCISCO,444,"1,884","2,328","360,463","347,776","708,239","1,126"
TUNGURAHUA,AMBATO,SANTA ROSA,136,197,333,"360,463","347,776","708,239","1,127"
TUNGURAHUA,AMBATO,TOTORAS,24,26,50,"360,463","347,776","708,239","1,128"
TUNGURAHUA,AMBATO,UNAMUNCHO,0,0,0,"360,463","347,776","708,239","1,129"
TUNGURAHUA,BA벮S DE AGUA SANTA,BA벮S DE AGUA SANTA,534,519,"1,053","360,463","347,776","708,239","1,130"
TUNGURAHUA,BA벮S DE AGUA SANTA,LLIGUA,0,0,0,"360,463","347,776","708,239","1,131"
TUNGURAHUA,BA벮S DE AGUA SANTA,RIO NEGRO,0,0,0,"360,463","347,776","708,239","1,132"
TUNGURAHUA,BA벮S DE AGUA SANTA,RIO VERDE,0,0,0,"360,463","347,776","708,239","1,133"
TUNGURAHUA,BA벮S DE AGUA SANTA,ULBA,0,0,0,"360,463","347,776","708,239","1,134"
TUNGURAHUA,CEVALLOS,CEVALLOS,210,192,402,"360,463","347,776","708,239","1,135"
TUNGURAHUA,MOCHA,MOCHA,80,83,163,"360,463","347,776","708,239","1,136"
TUNGURAHUA,MOCHA,PINGUILI,0,0,0,"360,463","347,776","708,239","1,137"
TUNGURAHUA,PATATE,EL TRIUNFO,11,28,39,"360,463","347,776","708,239","1,138"
TUNGURAHUA,PATATE,LOS ANDES,0,0,0,"360,463","347,776","708,239","1,139"
TUNGURAHUA,PATATE,PATATE,113,138,251,"360,463","347,776","708,239","1,140"
TUNGURAHUA,PATATE,SUCRE,18,32,50,"360,463","347,776","708,239","1,141"
TUNGURAHUA,QUERO,QUERO,214,200,414,"360,463","347,776","708,239","1,142"
TUNGURAHUA,QUERO,RUMIPAMBA,0,0,0,"360,463","347,776","708,239","1,143"
TUNGURAHUA,QUERO,YANAYACU - MOCHAPATA,0,0,0,"360,463","347,776","708,239","1,144"
TUNGURAHUA,SAN PEDRO DE PELILEO,BENITEZ (PACHANLICA),0,0,0,"360,463","347,776","708,239","1,145"
TUNGURAHUA,SAN PEDRO DE PELILEO,BOLIVAR,0,0,0,"360,463","347,776","708,239","1,146"
TUNGURAHUA,SAN PEDRO DE PELILEO,CHIQUICHA,0,0,0,"360,463","347,776","708,239","1,147"
TUNGURAHUA,SAN PEDRO DE PELILEO,COTALO,0,0,0,"360,463","347,776","708,239","1,148"
TUNGURAHUA,SAN PEDRO DE PELILEO,EL ROSARIO (RUMICHACA),0,0,0,"360,463","347,776","708,239","1,149"
TUNGURAHUA,SAN PEDRO DE PELILEO,GARCIA MORENO (CHUMAQUI),418,295,713,"360,463","347,776","708,239","1,150"
TUNGURAHUA,SAN PEDRO DE PELILEO,GUAMBALO (HUAMBALO),108,79,187,"360,463","347,776","708,239","1,151"
TUNGURAHUA,SAN PEDRO DE PELILEO,PELILEO,538,819,"1,357","360,463","347,776","708,239","1,152"
TUNGURAHUA,SAN PEDRO DE PELILEO,PELILEO GRANDE,0,0,0,"360,463","347,776","708,239","1,153"
TUNGURAHUA,SAN PEDRO DE PELILEO,SALASACA,187,140,327,"360,463","347,776","708,239","1,154"
TUNGURAHUA,SANTIAGO DE PILLARO,BAQUERIZO MORENO,0,0,0,"360,463","347,776","708,239","1,155"
TUNGURAHUA,SANTIAGO DE PILLARO,CIUDAD NUEVA,632,509,"1,141","360,463","347,776","708,239","1,156"
TUNGURAHUA,SANTIAGO DE PILLARO,EMILIO MARIA TERAN (RUMIPAMBA),0,0,0,"360,463","347,776","708,239","1,157"
TUNGURAHUA,SANTIAGO DE PILLARO,MARCOS ESPINEL (CHACATA),0,0,0,"360,463","347,776","708,239","1,158"
TUNGURAHUA,SANTIAGO DE PILLARO,PILLARO,8,15,23,"360,463","347,776","708,239","1,159"
TUNGURAHUA,SANTIAGO DE PILLARO,PRESIDENTE URBINA (CHAGRAPAMBA-PATZUCUL),0,0,0,"360,463","347,776","708,239","1,160"
TUNGURAHUA,SANTIAGO DE PILLARO,SAN ANDRES,23,124,147,"360,463","347,776","708,239","1,161"
TUNGURAHUA,SANTIAGO DE PILLARO,SAN JOSE DE POALO,0,0,0,"360,463","347,776","708,239","1,162"
TUNGURAHUA,SANTIAGO DE PILLARO,SAN MIGUELITO,45,177,222,"360,463","347,776","708,239","1,163"
TUNGURAHUA,TISALEO,QUINCHICOTO,0,0,0,"360,463","347,776","708,239","1,164"
TUNGURAHUA,TISALEO,TISALEO,97,93,190,"360,463","347,776","708,239","1,165"
ZAMORA CHINCHIPE,CENTINELA DEL CONDOR,ZUMBI,97,87,184,"360,463","347,776","708,239","1,166"
ZAMORA CHINCHIPE,CHINCHIPE,CHITO,14,11,25,"360,463","347,776","708,239","1,167"
ZAMORA CHINCHIPE,CHINCHIPE,EL CHORRO,2,6,8,"360,463","347,776","708,239","1,168"
ZAMORA CHINCHIPE,CHINCHIPE,LA CHONTA,0,0,0,"360,463","347,776","708,239","1,169"
ZAMORA CHINCHIPE,CHINCHIPE,PUCAPAMBA,0,0,0,"360,463","347,776","708,239","1,170"
ZAMORA CHINCHIPE,CHINCHIPE,SAN ANDRES,10,5,15,"360,463","347,776","708,239","1,171"
ZAMORA CHINCHIPE,CHINCHIPE,ZUMBA,205,193,398,"360,463","347,776","708,239","1,172"
ZAMORA CHINCHIPE,EL PANGUI,EL GUISME,0,0,0,"360,463","347,776","708,239","1,173"
ZAMORA CHINCHIPE,EL PANGUI,EL PANGUI,233,202,435,"360,463","347,776","708,239","1,174"
ZAMORA CHINCHIPE,EL PANGUI,PACHICUTZA,0,0,0,"360,463","347,776","708,239","1,175"
ZAMORA CHINCHIPE,EL PANGUI,TUNDAYME,5,5,10,"360,463","347,776","708,239","1,176"
ZAMORA CHINCHIPE,NANGARITZA,GUAYZIMI,90,86,176,"360,463","347,776","708,239","1,177"
ZAMORA CHINCHIPE,NANGARITZA,ZURMI,21,18,39,"360,463","347,776","708,239","1,178"
ZAMORA CHINCHIPE,PALANDA,EL PORVENIR DEL CARMEN,11,13,24,"360,463","347,776","708,239","1,179"
ZAMORA CHINCHIPE,PALANDA,LA CANELA,0,0,0,"360,463","347,776","708,239","1,180"
ZAMORA CHINCHIPE,PALANDA,PALANDA,77,45,122,"360,463","347,776","708,239","1,181"
ZAMORA CHINCHIPE,PALANDA,SAN FRANCISCO DE VERGEL,24,31,55,"360,463","347,776","708,239","1,182"
ZAMORA CHINCHIPE,PALANDA,VALLADOLID,40,40,80,"360,463","347,776","708,239","1,183"
ZAMORA CHINCHIPE,PAQUISHA,BELLAVISTA,0,0,0,"360,463","347,776","708,239","1,184"
ZAMORA CHINCHIPE,PAQUISHA,NUEVO QUITO,12,11,23,"360,463","347,776","708,239","1,185"
ZAMORA CHINCHIPE,PAQUISHA,PAQUISHA,87,73,160,"360,463","347,776","708,239","1,186"
ZAMORA CHINCHIPE,YACUAMBI,28 DE MAYO (SAN JOSE DE YACUAMBI),105,102,207,"360,463","347,776","708,239","1,187"
ZAMORA CHINCHIPE,YACUAMBI,LA PAZ,0,0,0,"360,463","347,776","708,239","1,188"
ZAMORA CHINCHIPE,YACUAMBI,TUTUPALI,0,0,0,"360,463","347,776","708,239","1,189"
ZAMORA CHINCHIPE,YANTZAZA (YANZATZA),CHICA베,19,16,35,"360,463","347,776","708,239","1,190"
ZAMORA CHINCHIPE,YANTZAZA (YANZATZA),LOS ENCUENTROS,50,42,92,"360,463","347,776","708,239","1,191"
ZAMORA CHINCHIPE,YANTZAZA (YANZATZA),YANTZAZA,747,643,"1,390","360,463","347,776","708,239","1,192"
ZAMORA CHINCHIPE,ZAMORA,CUMBARATZA,29,33,62,"360,463","347,776","708,239","1,193"
ZAMORA CHINCHIPE,ZAMORA,EL LIMON,0,0,0,"360,463","347,776","708,239","1,194"
ZAMORA CHINCHIPE,ZAMORA,GUADALUPE,101,108,209,"360,463","347,776","708,239","1,195"
ZAMORA CHINCHIPE,ZAMORA,IMBANA (LA VICTORIA DE IMBANA),30,14,44,"360,463","347,776","708,239","1,196"
ZAMORA CHINCHIPE,ZAMORA,SABANILLA,0,0,0,"360,463","347,776","708,239","1,197"
ZAMORA CHINCHIPE,ZAMORA,SAN CARLOS DE LAS MINAS,28,22,50,"360,463","347,776","708,239","1,198"
ZAMORA CHINCHIPE,ZAMORA,TIMBARA,0,0,0,"360,463","347,776","708,239","1,199"
ZAMORA CHINCHIPE,ZAMORA,ZAMORA,751,724,"1,475","360,463","347,776","708,239","1,200"
Zona No Delimitada,ZND Ca바r - Guayas,EL PIEDRERO,120,108,228,"360,463","347,776","708,239","1,201"
Zona No Delimitada,ZND Manab - Guayas,MANGA DEL CURA,217,209,426,"360,463","347,776","708,239","1,202"
Zona No Delimitada,ZND Pichincha - Esmeraldas - Imbabura,LAS GOLONDRINAS,225,208,433,"360,463","347,776","708,239","1,203"
,,,,,,,,,
,,,,,,,,,
